Date,Crop_Product,Category,Quantity_Sold_Demanded_kg,Price_per_kg_INR,Location,State,Season_Month,Weather_Festival_Info
2024-03-05,Onion,Vegetable,789,30.44,Hyderabad,Telangana,Summer (March),Hot
2023-12-20,Onion,Vegetable,953,30.12,Delhi,Delhi,Winter (December),Cold
2024-10-13,Bitter Gourd,Vegetable,203,36.84,Chandigarh,Punjab,Autumn (October),Mild
2024-03-31,Pineapple,Fruit,220,59.31,Guwahati,Assam,Summer (March),Hot
2024-11-08,Litchi,Fruit,69,125.94,Shimla,Himachal Pradesh,Autumn (November),Mild
2024-12-12,Custard Apple,Fruit,172,81.31,Jaipur,Rajasthan,Winter (December),Cold
2023-02-25,Apple,Fruit,297,113.77,Patna,Bihar,Winter (February),Cold
2024-07-11,Peas,Vegetable,230,73.9,Chennai,Tamil Nadu,Monsoon (July),Rainy
2024-03-04,Okra,Vegetable,358,51.82,Mumbai,Maharashtra,Summer (March),Hot
2024-12-12,Papaya,Fruit,188,28.19,Patna,Bihar,Winter (December),Cold
2024-01-26,French Beans,Vegetable,273,49.28,Bangalore,Karnataka,Winter (January),Cold | Republic Day
2023-04-17,Mango,Fruit,456,69.11,Chandigarh,Punjab,Summer (April),Hot
2023-11-22,Muskmelon,Fruit,179,33.54,Patna,Bihar,Autumn (November),Mild
2024-01-15,Cabbage,Vegetable,520,16.8,Delhi,Delhi,Winter (January),Cold
2023-01-21,Peas,Vegetable,287,43.24,Bhopal,Madhya Pradesh,Winter (January),Cold
2024-05-31,Strawberry,Fruit,123,170.69,Mumbai,Maharashtra,Summer (May),Hot
2023-08-08,Spinach,Vegetable,163,24.89,Chandigarh,Punjab,Monsoon (August),Rainy
2023-08-29,Muskmelon,Fruit,250,38.6,Chandigarh,Punjab,Monsoon (August),Rainy
2024-01-26,Guava,Fruit,238,37.49,Bhopal,Madhya Pradesh,Winter (January),Cold | Republic Day
2023-01-17,Sapota,Fruit,253,34.97,Lucknow,Uttar Pradesh,Winter (January),Cold
2023-01-07,Corn,Vegetable,196,24.73,Bhopal,Madhya Pradesh,Winter (January),Cold
2024-10-19,Apple,Fruit,289,137.8,Guwahati,Assam,Autumn (October),Mild
2023-12-13,Pumpkin,Vegetable,353,19.88,Hyderabad,Telangana,Winter (December),Cold
2023-01-13,Spinach,Vegetable,179,16.8,Shimla,Himachal Pradesh,Winter (January),Cold
2024-03-14,Tomato,Vegetable,469,36.23,Bangalore,Karnataka,Summer (March),Hot
2023-07-10,Pineapple,Fruit,349,54.1,Bangalore,Karnataka,Monsoon (July),Rainy
2023-08-14,Bottle Gourd,Vegetable,344,18.87,Ahmedabad,Gujarat,Monsoon (August),Rainy
2023-04-27,Potato,Vegetable,827,27.22,Delhi,Delhi,Summer (April),Hot
2023-09-30,Radish,Vegetable,250,20.02,Kolkata,West Bengal,Monsoon (September),Rainy
2024-05-15,French Beans,Vegetable,154,53.98,Hyderabad,Telangana,Summer (May),Hot
2023-05-11,Apple,Fruit,234,166.91,Kolkata,West Bengal,Summer (May),Hot
2024-10-10,Ginger,Vegetable,188,51.2,Patna,Bihar,Autumn (October),Mild
2024-08-07,Bitter Gourd,Vegetable,267,28.64,Jaipur,Rajasthan,Monsoon (August),Rainy
2023-11-04,Papaya,Fruit,205,39.51,Kochi,Kerala,Autumn (November),Mild
2023-12-21,Litchi,Fruit,171,121.77,Delhi,Delhi,Winter (December),Cold
2023-01-13,Brinjal,Vegetable,219,30.6,Lucknow,Uttar Pradesh,Winter (January),Cold
2023-08-27,Sweet Potato,Vegetable,242,22.56,Bhopal,Madhya Pradesh,Monsoon (August),Rainy
2024-09-17,Garlic,Vegetable,171,98.28,Hyderabad,Telangana,Monsoon (September),Rainy
2023-03-08,Pineapple,Fruit,222,54.79,Bhopal,Madhya Pradesh,Summer (March),Hot | Maha Shivratri
2024-11-09,Pumpkin,Vegetable,306,15.42,Bhopal,Madhya Pradesh,Autumn (November),Mild
2024-12-23,Sweet Potato,Vegetable,349,23.87,Hyderabad,Telangana,Winter (December),Cold
2024-05-26,Bitter Gourd,Vegetable,259,25.72,Lucknow,Uttar Pradesh,Summer (May),Hot
2023-03-13,Pineapple,Fruit,136,63.38,Shimla,Himachal Pradesh,Summer (March),Hot
2023-08-01,Onion,Vegetable,384,45.93,Kochi,Kerala,Monsoon (August),Rainy
2024-07-21,Potato,Vegetable,451,23.98,Patna,Bihar,Monsoon (July),Rainy
2024-08-17,Papaya,Fruit,413,34.95,Mumbai,Maharashtra,Monsoon (August),Rainy
2023-02-15,Apple,Fruit,439,157.97,Mumbai,Maharashtra,Winter (February),Cold
2024-05-02,Bottle Gourd,Vegetable,285,22.44,Jaipur,Rajasthan,Summer (May),Hot
2023-04-15,Litchi,Fruit,184,86.74,Guwahati,Assam,Summer (April),Hot
2024-09-24,Ginger,Vegetable,164,67.91,Guwahati,Assam,Monsoon (September),Rainy
2024-10-02,Cabbage,Vegetable,254,16.7,Patna,Bihar,Autumn (October),Mild
2024-09-18,Cluster Beans,Vegetable,224,34.92,Ahmedabad,Gujarat,Monsoon (September),Rainy
2024-03-03,Custard Apple,Fruit,130,98.8,Kolkata,West Bengal,Summer (March),Hot
2023-02-10,Strawberry,Fruit,145,90.58,Lucknow,Uttar Pradesh,Winter (February),Cold
2023-08-07,Pineapple,Fruit,280,44.9,Lucknow,Uttar Pradesh,Monsoon (August),Rainy
2023-12-01,Onion,Vegetable,401,31.5,Shimla,Himachal Pradesh,Winter (December),Cold
2024-05-05,Cluster Beans,Vegetable,262,38.86,Chennai,Tamil Nadu,Summer (May),Hot
2024-05-14,Cluster Beans,Vegetable,230,34.11,Kolkata,West Bengal,Summer (May),Hot
2024-01-25,Sapota,Fruit,215,34.5,Bhopal,Madhya Pradesh,Winter (January),Cold
2023-07-03,Cucumber,Vegetable,367,17.34,Patna,Bihar,Monsoon (July),Rainy
2023-10-07,Onion,Vegetable,804,41.46,Mumbai,Maharashtra,Autumn (October),Mild
2023-06-01,Corn,Vegetable,295,25.8,Kochi,Kerala,Monsoon (June),Rainy
2023-01-17,Pineapple,Fruit,169,73.44,Chandigarh,Punjab,Winter (January),Cold
2024-03-10,Corn,Vegetable,131,30.92,Shimla,Himachal Pradesh,Summer (March),Hot
2024-03-02,Litchi,Fruit,234,93.82,Hyderabad,Telangana,Summer (March),Hot
2023-01-14,Mango,Fruit,530,96.84,Delhi,Delhi,Winter (January),Cold | Makar Sankranti
2023-10-11,Corn,Vegetable,365,21.25,Ahmedabad,Gujarat,Autumn (October),Mild
2024-10-08,Strawberry,Fruit,104,139.67,Chandigarh,Punjab,Autumn (October),Mild
2023-06-05,Muskmelon,Fruit,403,27.03,Ahmedabad,Gujarat,Monsoon (June),Rainy
2024-01-29,Muskmelon,Fruit,153,38.6,Shimla,Himachal Pradesh,Winter (January),Cold
2024-06-28,Mango,Fruit,413,54.85,Patna,Bihar,Monsoon (June),Rainy
2024-06-07,Bitter Gourd,Vegetable,274,27.84,Ahmedabad,Gujarat,Monsoon (June),Rainy
2024-11-04,Coconut,Fruit,337,35.21,Hyderabad,Telangana,Autumn (November),Mild
2024-12-04,Spinach,Vegetable,322,16.11,Kolkata,West Bengal,Winter (December),Cold
2024-07-28,Banana,Fruit,684,54.32,Mumbai,Maharashtra,Monsoon (July),Rainy
2024-12-17,Spinach,Vegetable,396,17.28,Delhi,Delhi,Winter (December),Cold
2024-03-23,Peas,Vegetable,288,59.29,Kolkata,West Bengal,Summer (March),Hot
2024-10-27,Watermelon,Fruit,275,19.07,Patna,Bihar,Autumn (October),Mild
2024-01-13,Papaya,Fruit,302,36.33,Bangalore,Karnataka,Winter (January),Cold
2023-11-25,Green Chilli,Vegetable,104,43.39,Bhopal,Madhya Pradesh,Autumn (November),Mild
2023-10-30,Cauliflower,Vegetable,416,24.98,Delhi,Delhi,Autumn (October),Mild
2023-08-09,Onion,Vegetable,456,39.36,Ahmedabad,Gujarat,Monsoon (August),Rainy
2023-09-20,Cluster Beans,Vegetable,223,35.04,Ahmedabad,Gujarat,Monsoon (September),Rainy
2023-12-28,Pineapple,Fruit,160,78.79,Kochi,Kerala,Winter (December),Cold
2024-05-07,Papaya,Fruit,409,22.84,Kolkata,West Bengal,Summer (May),Hot
2023-10-06,Spinach,Vegetable,190,17.57,Bhopal,Madhya Pradesh,Autumn (October),Mild
2024-05-06,Litchi,Fruit,198,64.15,Patna,Bihar,Summer (May),Hot
2023-12-07,Cauliflower,Vegetable,345,23.19,Kochi,Kerala,Winter (December),Cold
2024-04-22,Cauliflower,Vegetable,284,21.74,Lucknow,Uttar Pradesh,Summer (April),Hot
2024-12-11,Beetroot,Vegetable,234,20.0,Patna,Bihar,Winter (December),Cold
2024-08-01,Muskmelon,Fruit,239,35.21,Guwahati,Assam,Monsoon (August),Rainy
2023-06-18,Spinach,Vegetable,208,22.35,Kolkata,West Bengal,Monsoon (June),Rainy
2024-07-15,Brinjal,Vegetable,493,25.2,Chennai,Tamil Nadu,Monsoon (July),Rainy
2023-09-10,Cabbage,Vegetable,300,21.19,Ahmedabad,Gujarat,Monsoon (September),Rainy
2023-01-07,Bottle Gourd,Vegetable,148,30.22,Guwahati,Assam,Winter (January),Cold
2024-09-09,Sweet Potato,Vegetable,387,29.09,Mumbai,Maharashtra,Monsoon (September),Rainy
2023-10-14,Cabbage,Vegetable,308,22.13,Kochi,Kerala,Autumn (October),Mild
2024-01-27,Apple,Fruit,352,142.22,Kochi,Kerala,Winter (January),Cold
2023-03-31,Pumpkin,Vegetable,257,30.24,Mumbai,Maharashtra,Summer (March),Hot
2024-02-12,Cucumber,Vegetable,305,20.05,Patna,Bihar,Winter (February),Cold
2024-09-25,Brinjal,Vegetable,377,26.83,Ahmedabad,Gujarat,Monsoon (September),Rainy
2023-11-21,Watermelon,Fruit,310,22.77,Ahmedabad,Gujarat,Autumn (November),Mild
2023-03-03,Custard Apple,Fruit,127,114.18,Bangalore,Karnataka,Summer (March),Hot
2024-11-13,Beetroot,Vegetable,290,28.46,Chennai,Tamil Nadu,Autumn (November),Mild
2024-12-14,French Beans,Vegetable,230,30.0,Patna,Bihar,Winter (December),Cold
2023-08-19,Orange,Fruit,358,85.82,Hyderabad,Telangana,Monsoon (August),Rainy | Raksha Bandhan
2023-03-08,Mango,Fruit,488,65.84,Lucknow,Uttar Pradesh,Summer (March),Hot | Maha Shivratri
2023-11-03,Pumpkin,Vegetable,376,17.02,Ahmedabad,Gujarat,Autumn (November),Mild
2024-05-18,Radish,Vegetable,196,24.35,Kochi,Kerala,Summer (May),Hot
2024-03-26,Orange,Fruit,405,61.96,Ahmedabad,Gujarat,Summer (March),Hot
2023-01-10,Cucumber,Vegetable,226,29.13,Guwahati,Assam,Winter (January),Cold
2023-01-28,Pomegranate,Fruit,257,126.82,Jaipur,Rajasthan,Winter (January),Cold
2024-11-27,Cauliflower,Vegetable,392,20.53,Kolkata,West Bengal,Autumn (November),Mild
2023-08-29,Brinjal,Vegetable,440,25.78,Hyderabad,Telangana,Monsoon (August),Rainy
2023-10-08,Grapes,Fruit,319,92.39,Hyderabad,Telangana,Autumn (October),Mild
2023-11-02,Sapota,Fruit,216,57.39,Bangalore,Karnataka,Autumn (November),Mild
2024-11-02,Watermelon,Fruit,400,25.13,Delhi,Delhi,Autumn (November),Mild
2024-03-31,Sweet Potato,Vegetable,119,33.84,Shimla,Himachal Pradesh,Summer (March),Hot
2024-03-14,Papaya,Fruit,362,25.66,Kolkata,West Bengal,Summer (March),Hot
2023-02-27,Peas,Vegetable,303,54.42,Ahmedabad,Gujarat,Winter (February),Cold
2023-10-09,Beetroot,Vegetable,202,26.09,Lucknow,Uttar Pradesh,Autumn (October),Mild
2023-03-29,Peas,Vegetable,272,63.41,Hyderabad,Telangana,Summer (March),Hot
2023-05-12,Pineapple,Fruit,329,47.39,Kolkata,West Bengal,Summer (May),Hot
2023-07-08,Banana,Fruit,745,50.62,Mumbai,Maharashtra,Monsoon (July),Rainy
2023-10-25,Apple,Fruit,380,122.83,Ahmedabad,Gujarat,Autumn (October),Mild
2024-02-26,Cauliflower,Vegetable,399,20.19,Ahmedabad,Gujarat,Winter (February),Cold
2024-09-17,Grapes,Fruit,193,83.53,Bhopal,Madhya Pradesh,Monsoon (September),Rainy
2024-03-23,Orange,Fruit,380,71.0,Kochi,Kerala,Summer (March),Hot
2023-04-21,Cabbage,Vegetable,343,20.33,Hyderabad,Telangana,Summer (April),Hot
2024-05-19,Cucumber,Vegetable,404,17.02,Bhopal,Madhya Pradesh,Summer (May),Hot
2024-06-16,Strawberry,Fruit,120,160.35,Delhi,Delhi,Monsoon (June),Rainy
2024-07-02,Banana,Fruit,621,45.52,Chennai,Tamil Nadu,Monsoon (July),Rainy
2023-09-27,Cucumber,Vegetable,300,27.0,Ahmedabad,Gujarat,Monsoon (September),Rainy
2024-06-03,Grapes,Fruit,163,108.56,Guwahati,Assam,Monsoon (June),Rainy
2023-06-19,Okra,Vegetable,325,34.37,Guwahati,Assam,Monsoon (June),Rainy
2023-05-10,Pomegranate,Fruit,200,134.29,Ahmedabad,Gujarat,Summer (May),Hot
2024-10-27,Cabbage,Vegetable,459,20.12,Delhi,Delhi,Autumn (October),Mild
2023-12-10,Pineapple,Fruit,104,75.58,Shimla,Himachal Pradesh,Winter (December),Cold
2023-09-26,Sweet Potato,Vegetable,331,22.86,Kolkata,West Bengal,Monsoon (September),Rainy
2023-10-24,Potato,Vegetable,912,25.51,Delhi,Delhi,Autumn (October),Mild
2024-12-10,Sweet Potato,Vegetable,410,24.29,Delhi,Delhi,Winter (December),Cold
2023-03-18,Cluster Beans,Vegetable,222,45.73,Delhi,Delhi,Summer (March),Hot
2023-03-07,Tomato,Vegetable,512,35.31,Delhi,Delhi,Summer (March),Hot
2024-11-30,Pineapple,Fruit,210,71.72,Hyderabad,Telangana,Autumn (November),Mild
2023-01-26,Grapes,Fruit,459,83.53,Bangalore,Karnataka,Winter (January),Cold | Republic Day
2023-06-05,Spinach,Vegetable,203,21.87,Kolkata,West Bengal,Monsoon (June),Rainy
2024-04-10,Tomato,Vegetable,518,28.77,Kolkata,West Bengal,Summer (April),Hot
2024-05-01,Okra,Vegetable,316,30.02,Patna,Bihar,Summer (May),Hot
2023-05-15,Grapes,Fruit,192,83.77,Bhopal,Madhya Pradesh,Summer (May),Hot
2024-03-08,Pomegranate,Fruit,213,124.85,Lucknow,Uttar Pradesh,Summer (March),Hot | Maha Shivratri
2023-02-18,Potato,Vegetable,756,17.71,Bhopal,Madhya Pradesh,Winter (February),Cold
2023-05-09,Pineapple,Fruit,280,55.25,Kochi,Kerala,Summer (May),Hot
2023-09-05,Grapes,Fruit,124,106.7,Shimla,Himachal Pradesh,Monsoon (September),Rainy
2024-04-09,Garlic,Vegetable,224,87.85,Ahmedabad,Gujarat,Summer (April),Hot | Ugadi/Gudi Padwa
2024-02-18,Pineapple,Fruit,307,74.7,Mumbai,Maharashtra,Winter (February),Cold
2024-03-19,Strawberry,Fruit,143,112.33,Kolkata,West Bengal,Summer (March),Hot
2023-01-29,Sapota,Fruit,307,38.36,Ahmedabad,Gujarat,Winter (January),Cold
2023-08-24,Onion,Vegetable,389,32.41,Patna,Bihar,Monsoon (August),Rainy
2024-04-10,Guava,Fruit,176,50.4,Chandigarh,Punjab,Summer (April),Hot
2023-06-24,Cabbage,Vegetable,200,20.15,Bhopal,Madhya Pradesh,Monsoon (June),Rainy
2024-01-19,Okra,Vegetable,131,50.35,Shimla,Himachal Pradesh,Winter (January),Cold
2023-06-17,Pomegranate,Fruit,245,130.29,Jaipur,Rajasthan,Monsoon (June),Rainy
2024-03-01,Cauliflower,Vegetable,394,20.41,Kolkata,West Bengal,Summer (March),Hot
2024-06-04,Grapes,Fruit,238,103.6,Hyderabad,Telangana,Monsoon (June),Rainy
2023-03-28,Mango,Fruit,505,65.7,Kolkata,West Bengal,Summer (March),Hot
2024-10-11,Banana,Fruit,185,61.4,Shimla,Himachal Pradesh,Autumn (October),Mild
2024-03-26,Cabbage,Vegetable,194,19.57,Shimla,Himachal Pradesh,Summer (March),Hot
2023-05-17,Potato,Vegetable,445,28.9,Guwahati,Assam,Summer (May),Hot
2023-03-26,Spinach,Vegetable,374,19.5,Delhi,Delhi,Summer (March),Hot
2024-04-08,Carrot,Vegetable,331,34.13,Hyderabad,Telangana,Summer (April),Hot
2023-06-06,Radish,Vegetable,213,24.22,Chennai,Tamil Nadu,Monsoon (June),Rainy
2024-11-21,Guava,Fruit,310,37.3,Kochi,Kerala,Autumn (November),Mild
2024-05-16,Cabbage,Vegetable,258,18.72,Lucknow,Uttar Pradesh,Summer (May),Hot
2023-05-19,Mango,Fruit,416,54.43,Bhopal,Madhya Pradesh,Summer (May),Hot
2023-03-10,Mango,Fruit,405,76.93,Chandigarh,Punjab,Summer (March),Hot
2023-07-28,Cluster Beans,Vegetable,184,33.84,Guwahati,Assam,Monsoon (July),Rainy
2024-04-07,Brinjal,Vegetable,363,29.06,Kolkata,West Bengal,Summer (April),Hot
2023-01-20,Beetroot,Vegetable,243,19.22,Patna,Bihar,Winter (January),Cold
2023-03-21,Mango,Fruit,588,74.18,Delhi,Delhi,Summer (March),Hot
2024-07-15,Pumpkin,Vegetable,270,18.49,Lucknow,Uttar Pradesh,Monsoon (July),Rainy
2023-07-06,Pomegranate,Fruit,264,116.64,Ahmedabad,Gujarat,Monsoon (July),Rainy
2023-11-29,Tomato,Vegetable,216,36.04,Shimla,Himachal Pradesh,Autumn (November),Mild
2023-01-09,Pomegranate,Fruit,276,113.12,Kolkata,West Bengal,Winter (January),Cold
2023-06-28,Sapota,Fruit,193,59.55,Chennai,Tamil Nadu,Monsoon (June),Rainy
2024-08-08,French Beans,Vegetable,256,52.24,Mumbai,Maharashtra,Monsoon (August),Rainy
2023-09-09,Coconut,Fruit,201,33.61,Shimla,Himachal Pradesh,Monsoon (September),Rainy
2024-03-02,Cabbage,Vegetable,355,13.79,Patna,Bihar,Summer (March),Hot
2024-05-18,Corn,Vegetable,183,25.78,Shimla,Himachal Pradesh,Summer (May),Hot
2023-04-04,Custard Apple,Fruit,105,107.81,Jaipur,Rajasthan,Summer (April),Hot
2023-09-16,Potato,Vegetable,355,28.82,Shimla,Himachal Pradesh,Monsoon (September),Rainy
2024-09-15,Coconut,Fruit,474,36.82,Mumbai,Maharashtra,Monsoon (September),Rainy
2023-07-31,Carrot,Vegetable,154,43.87,Guwahati,Assam,Monsoon (July),Rainy
2024-07-23,Pumpkin,Vegetable,281,17.98,Lucknow,Uttar Pradesh,Monsoon (July),Rainy
2023-06-09,Muskmelon,Fruit,496,32.93,Mumbai,Maharashtra,Monsoon (June),Rainy
2023-09-14,Ginger,Vegetable,226,62.53,Ahmedabad,Gujarat,Monsoon (September),Rainy
2023-02-04,Orange,Fruit,509,53.98,Ahmedabad,Gujarat,Winter (February),Cold
2024-08-15,Ginger,Vegetable,171,78.39,Guwahati,Assam,Monsoon (August),Rainy | Independence Day
2023-10-30,Strawberry,Fruit,135,117.5,Kolkata,West Bengal,Autumn (October),Mild
2024-05-12,Coconut,Fruit,214,46.24,Chandigarh,Punjab,Summer (May),Hot
2023-12-22,Sapota,Fruit,285,46.22,Chennai,Tamil Nadu,Winter (December),Cold
2024-04-30,Radish,Vegetable,200,23.11,Kochi,Kerala,Summer (April),Hot
2023-08-22,Cabbage,Vegetable,194,19.75,Bhopal,Madhya Pradesh,Monsoon (August),Rainy
2024-07-18,French Beans,Vegetable,132,51.01,Guwahati,Assam,Monsoon (July),Rainy
2023-11-22,Ginger,Vegetable,177,54.26,Patna,Bihar,Autumn (November),Mild
2023-05-08,Potato,Vegetable,561,29.51,Kochi,Kerala,Summer (May),Hot
2023-10-09,Pomegranate,Fruit,186,100.83,Shimla,Himachal Pradesh,Autumn (October),Mild
2023-01-10,Brinjal,Vegetable,127,37.79,Shimla,Himachal Pradesh,Winter (January),Cold
2023-01-10,Okra,Vegetable,202,38.39,Patna,Bihar,Winter (January),Cold
2023-10-03,Guava,Fruit,399,32.1,Hyderabad,Telangana,Autumn (October),Mild
2024-09-17,Carrot,Vegetable,225,42.04,Kochi,Kerala,Monsoon (September),Rainy
2023-04-13,Pomegranate,Fruit,155,115.2,Patna,Bihar,Summer (April),Hot
2024-09-12,Capsicum,Vegetable,280,42.49,Kolkata,West Bengal,Monsoon (September),Rainy
2023-11-14,Capsicum,Vegetable,269,42.01,Chandigarh,Punjab,Autumn (November),Mild
2023-01-07,Guava,Fruit,294,33.5,Lucknow,Uttar Pradesh,Winter (January),Cold
2024-11-25,Bitter Gourd,Vegetable,192,41.78,Chennai,Tamil Nadu,Autumn (November),Mild
2024-07-22,Muskmelon,Fruit,334,32.38,Jaipur,Rajasthan,Monsoon (July),Rainy
2024-01-22,Cauliflower,Vegetable,362,22.04,Kochi,Kerala,Winter (January),Cold
2023-02-13,Cauliflower,Vegetable,352,21.64,Chandigarh,Punjab,Winter (February),Cold
2023-05-23,Sweet Potato,Vegetable,174,28.48,Lucknow,Uttar Pradesh,Summer (May),Hot
2024-08-28,Bitter Gourd,Vegetable,267,28.58,Kolkata,West Bengal,Monsoon (August),Rainy
2023-11-16,Beetroot,Vegetable,140,28.27,Shimla,Himachal Pradesh,Autumn (November),Mild
2023-02-02,Cauliflower,Vegetable,339,16.19,Patna,Bihar,Winter (February),Cold
2024-07-15,French Beans,Vegetable,173,49.0,Jaipur,Rajasthan,Monsoon (July),Rainy
2023-05-28,Litchi,Fruit,264,76.47,Kolkata,West Bengal,Summer (May),Hot
2023-08-16,French Beans,Vegetable,215,42.13,Kolkata,West Bengal,Monsoon (August),Rainy
2024-04-15,Ginger,Vegetable,137,100.77,Chennai,Tamil Nadu,Summer (April),Hot
2024-08-27,Strawberry,Fruit,103,164.28,Bangalore,Karnataka,Monsoon (August),Rainy
2023-07-06,Potato,Vegetable,370,31.41,Guwahati,Assam,Monsoon (July),Rainy
2024-11-20,Cabbage,Vegetable,357,15.01,Lucknow,Uttar Pradesh,Autumn (November),Mild
2023-10-05,Pumpkin,Vegetable,418,18.51,Chennai,Tamil Nadu,Autumn (October),Mild
2023-10-03,Custard Apple,Fruit,204,68.6,Ahmedabad,Gujarat,Autumn (October),Mild
2024-10-25,Guava,Fruit,199,33.84,Shimla,Himachal Pradesh,Autumn (October),Mild
2024-08-18,Cluster Beans,Vegetable,191,35.16,Guwahati,Assam,Monsoon (August),Rainy
2024-09-24,Cluster Beans,Vegetable,176,30.02,Patna,Bihar,Monsoon (September),Rainy
2024-12-20,Radish,Vegetable,397,18.82,Mumbai,Maharashtra,Winter (December),Cold
2023-06-07,Peas,Vegetable,218,75.56,Chennai,Tamil Nadu,Monsoon (June),Rainy
2023-02-25,French Beans,Vegetable,170,37.81,Patna,Bihar,Winter (February),Cold
2023-10-26,Muskmelon,Fruit,161,43.73,Guwahati,Assam,Autumn (October),Mild
2024-06-03,Cabbage,Vegetable,236,19.53,Lucknow,Uttar Pradesh,Monsoon (June),Rainy
2024-04-13,Bitter Gourd,Vegetable,284,36.72,Delhi,Delhi,Summer (April),Hot
2024-06-02,Spinach,Vegetable,179,18.34,Patna,Bihar,Monsoon (June),Rainy
2023-07-31,Pomegranate,Fruit,298,106.95,Kolkata,West Bengal,Monsoon (July),Rainy
2023-10-19,Banana,Fruit,246,62.0,Guwahati,Assam,Autumn (October),Mild
2024-08-01,Cucumber,Vegetable,325,19.16,Patna,Bihar,Monsoon (August),Rainy
2024-07-18,French Beans,Vegetable,132,51.01,Guwahati,Assam,Monsoon (July),Rainy
2023-04-29,Peas,Vegetable,262,72.23,Chennai,Tamil Nadu,Summer (April),Hot
2024-07-20,Spinach,Vegetable,170,26.39,Kochi,Kerala,Monsoon (July),Rainy
2024-11-12,Garlic,Vegetable,215,77.51,Ahmedabad,Gujarat,Autumn (November),Mild
2023-12-04,Onion,Vegetable,551,31.24,Guwahati,Assam,Winter (December),Cold
2024-07-03,Cauliflower,Vegetable,230,28.39,Kolkata,West Bengal,Monsoon (July),Rainy
2024-07-24,Cucumber,Vegetable,337,18.63,Patna,Bihar,Monsoon (July),Rainy
2023-11-11,Bottle Gourd,Vegetable,193,22.34,Bhopal,Madhya Pradesh,Autumn (November),Mild
2024-12-13,Cabbage,Vegetable,301,17.42,Guwahati,Assam,Winter (December),Cold
2024-02-16,Pineapple,Fruit,238,71.87,Bangalore,Karnataka,Winter (February),Cold
2023-10-18,Cucumber,Vegetable,263,29.49,Jaipur,Rajasthan,Autumn (October),Mild
2024-12-07,Brinjal,Vegetable,148,36.66,Shimla,Himachal Pradesh,Winter (December),Cold
2024-08-29,Litchi,Fruit,166,105.36,Jaipur,Rajasthan,Monsoon (August),Rainy
2024-07-30,Sapota,Fruit,82,62.63,Shimla,Himachal Pradesh,Monsoon (July),Rainy
2024-02-23,Onion,Vegetable,852,31.0,Chennai,Tamil Nadu,Winter (February),Cold
2024-11-04,Carrot,Vegetable,176,34.24,Shimla,Himachal Pradesh,Autumn (November),Mild
2024-02-08,Pumpkin,Vegetable,181,25.22,Guwahati,Assam,Winter (February),Cold
2024-09-17,Brinjal,Vegetable,353,23.35,Lucknow,Uttar Pradesh,Monsoon (September),Rainy
2023-01-04,Capsicum,Vegetable,231,35.21,Patna,Bihar,Winter (January),Cold
2024-01-09,Custard Apple,Fruit,114,93.77,Guwahati,Assam,Winter (January),Cold
2024-08-22,Custard Apple,Fruit,188,74.35,Ahmedabad,Gujarat,Monsoon (August),Rainy
2023-10-15,Cauliflower,Vegetable,300,26.32,Chandigarh,Punjab,Autumn (October),Mild
2024-06-14,Tomato,Vegetable,569,25.97,Chandigarh,Punjab,Monsoon (June),Rainy
2023-12-18,Litchi,Fruit,122,122.4,Chandigarh,Punjab,Winter (December),Cold
2024-07-26,Cucumber,Vegetable,433,23.45,Hyderabad,Telangana,Monsoon (July),Rainy
2024-08-16,Grapes,Fruit,270,121.23,Mumbai,Maharashtra,Monsoon (August),Rainy
2024-01-08,Brinjal,Vegetable,173,37.78,Guwahati,Assam,Winter (January),Cold
2023-12-20,Garlic,Vegetable,183,62.71,Bhopal,Madhya Pradesh,Winter (December),Cold
2024-10-14,Muskmelon,Fruit,210,34.95,Lucknow,Uttar Pradesh,Autumn (October),Mild
2023-10-10,Tomato,Vegetable,280,31.15,Shimla,Himachal Pradesh,Autumn (October),Mild
2023-09-16,Peas,Vegetable,270,61.86,Chandigarh,Punjab,Monsoon (September),Rainy
2023-08-18,Brinjal,Vegetable,350,20.05,Patna,Bihar,Monsoon (August),Rainy
2023-02-06,Cluster Beans,Vegetable,152,52.03,Bangalore,Karnataka,Winter (February),Cold
2024-04-23,Banana,Fruit,547,34.55,Lucknow,Uttar Pradesh,Summer (April),Hot
2023-03-31,Pumpkin,Vegetable,109,27.61,Shimla,Himachal Pradesh,Summer (March),Hot
2023-06-30,Capsicum,Vegetable,230,59.55,Delhi,Delhi,Monsoon (June),Rainy
2023-08-29,Orange,Fruit,355,92.29,Mumbai,Maharashtra,Monsoon (August),Rainy
2023-09-10,Capsicum,Vegetable,299,42.92,Ahmedabad,Gujarat,Monsoon (September),Rainy
2023-04-24,Sweet Potato,Vegetable,149,28.32,Bhopal,Madhya Pradesh,Summer (April),Hot
2023-10-25,Grapes,Fruit,323,95.86,Bangalore,Karnataka,Autumn (October),Mild
2023-01-14,Litchi,Fruit,210,126.82,Bangalore,Karnataka,Winter (January),Cold | Makar Sankranti
2023-07-24,Litchi,Fruit,159,78.92,Bhopal,Madhya Pradesh,Monsoon (July),Rainy
2024-04-16,Strawberry,Fruit,149,136.85,Delhi,Delhi,Summer (April),Hot
